1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0.714285714
16,1.714285714
17,2.714285714
18,3.571428571
19,4.571428571
20,5
21,5
22,5
23,5.428571429
24,6
25,6.714285714
26,8
27,8.428571429
28,9.714285714
29,10
30,10
31,10.71428571
32,11
33,11.57142857
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,12
53,12.28571429
54,13
55,13
56,13
57,13.14285714
58,14
59,14
60,14
61,14
62,14
63,13.85714286
64,13
65,13.71428571
66,14.57142857
67,15
68,15
69,15.42857143
70,16
71,16.42857143
72,17
73,17.57142857
74,18
75,18
76,17.42857143
77,17
78,17
79,17
80,16.85714286
81,16
82,16
83,16
84,16.14285714
85,16
86,16
87,16
88,16
89,15.28571429
90,15
91,15
92,15
93,15
94,15
95,15
96,15
97,15
98,15
99,14.28571429
100,14
101,14
102,14
103,14
104,14
105,14
106,14
107,12.85714286
108,12
109,12
110,11.85714286
111,10.57142857
112,9
113,9.571428571
114,10
115,10
116,10
117,10
118,10
119,10.57142857
120,11
121,11
122,11
123,10.85714286
124,10
125,10
126,9.857142857
127,9
128,8.857142857
129,9
130,9
131,9
132,9
133,9
134,9
135,9.285714286
136,10
137,9.857142857
138,9
139,9
140,9
141,9.285714286
142,10
143,10
144,10
145,9.857142857
146,9
147,9
148,9
149,9
150,9
151,9
152,9
153,9.428571429
154,10
155,10
156,10
157,10
158,10
159,10
160,9.428571429
161,9
162,9
163,9
164,9
165,9
166,9
167,9
168,8.857142857
169,7.714285714
170,7
171,7
172,7
173,7
174,7
175,6.857142857
176,6.714285714
177,7.714285714
178,8
179,9.142857143
180,10
181,10.14285714
182,11
183,11
184,11
185,11.71428571
186,11.71428571
187,11
188,11.71428571
189,12.71428571
190,12.28571429
191,11.28571429
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,10.42857143
200,10
201,10
202,10.28571429
203,11
204,11
205,11
206,11
207,11
208,11
209,11
210,11
211,11
212,11
213,11
214,11
215,11
216,11.28571429
217,12
218,12
219,12
220,12
221,12
222,12
223,11.71428571
224,11
225,11.28571429
226,12
227,12.71428571
228,13
229,13
230,13
231,13.14285714
232,13.85714286
233,13
234,13
235,13
236,13
237,13.28571429
238,14
239,14
240,14.57142857
241,15
242,15
243,15
244,15
245,15
246,15
247,15
248,15
249,15
250,15
251,15
252,15.14285714
253,16.71428571
254,18
255,18
256,18.71428571
257,18.42857143
258,17.57142857
259,17.28571429
260,17.71428571
261,18
262,18
263,18
264,18
265,18
266,18
267,18
268,18.14285714
269,19
270,19
271,18.85714286
272,18
273,18.57142857
274,19
275,19
276,19
277,19
278,19
279,19
280,19.14285714
281,20
282,20.57142857
283,21
284,21
285,21
286,21
287,21
288,20.71428571
289,20
290,19.71428571
291,19
292,19
293,19
294,18.85714286
295,18
296,18.85714286
297,20
298,20
299,20
300,20
301,19.57142857
302,19
303,19
304,19
305,19
306,19
307,18.57142857
308,18
309,17.71428571
310,17
311,17
312,17
313,17
314,17
315,17
316,17
317,17
318,17
319,17
320,17
321,17
322,17
323,16.28571429
324,16
325,16.42857143
326,17
327,17
328,17
329,17
330,17
331,17
332,17.14285714
333,18
334,18
335,18
336,17.28571429
337,17
338,17
339,17.57142857
340,18
341,18.57142857
342,19
343,19
344,18.28571429
345,18
346,18
347,18
348,17.28571429
349,17
350,16.57142857
351,16
352,16
353,16.57142857
354,17
355,17
356,17
357,17
358,17
359,17
360,17
361,17
362,17
363,16.85714286
364,16
365,16
366,16
367,16
368,16
369,16
370,16.57142857
371,16.57142857
372,16.57142857
373,17
374,17
375,16.85714286
376,16
377,16
378,16
379,16
380,16
381,16
382,16
383,15.28571429
384,15
385,15
386,15
387,15
388,15.42857143
389,15
390,15
391,15
392,15
393,15
394,15
395,15
396,15
397,15
398,15
399,15
400,15
401,15
402,13.71428571
403,12.85714286
404,12.57142857
405,13
406,13
407,13
408,13
409,13
410,13
411,13
412,13
413,13.57142857
414,14
415,14
416,14
417,14
