1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1.571428571
10,3.571428571
11,5
12,6.285714286
13,9
14,10
15,10
16,11.57142857
17,15.14285714
18,18.14285714
19,20.42857143
20,22.28571429
21,24.14285714
22,25.57142857
23,26.57142857
24,28.14285714
25,29.71428571
26,32
27,34.14285714
28,36.14285714
29,37
30,37.57142857
31,38.42857143
32,39.42857143
33,40
34,40.71428571
35,43.28571429
36,44.42857143
37,45
38,45
39,45.14285714
40,45
41,45.42857143
42,45.57142857
43,44.57142857
44,44
45,43.57142857
46,42.57142857
47,42
48,42
49,42.71428571
50,42.71428571
51,42
52,41
53,40.71428571
54,40
55,40
56,40
57,40.42857143
58,41
59,40.57142857
60,40.57142857
61,41
62,41.14285714
63,40.71428571
64,40
65,40
66,40.42857143
67,41.42857143
68,42.85714286
69,45.85714286
70,49.42857143
71,52
72,54.71428571
73,57.71428571
74,59
75,58.71428571
76,59.71428571
77,63
78,63
79,61.85714286
80,59.85714286
81,59
82,62.28571429
83,64.42857143
84,62.57142857
85,62
86,62
87,63
88,63.42857143
89,64.14285714
90,65.71428571
91,66
92,66.57142857
93,67
94,66.28571429
95,65.85714286
96,63.42857143
97,63.85714286
98,63
99,63.57142857
100,63.28571429
101,62
102,60.28571429
103,59.71428571
104,58
105,58
106,57.28571429
107,57
108,57.28571429
109,57.57142857
110,55.28571429
111,54.85714286
112,55.14285714
113,55.28571429
114,53.71428571
115,52.85714286
116,52.28571429
117,53.14285714
118,55.57142857
119,59.14285714
120,61.14285714
121,63.28571429
122,65
123,65.14285714
124,63.85714286
125,63.42857143
126,63.85714286
127,62.28571429
128,61.14285714
129,63
130,66.71428571
131,69
132,69
133,69.57142857
134,70.71428571
135,71.42857143
136,71.42857143
137,72.14285714
138,71.71428571
139,72.14285714
140,72
141,72.42857143
142,72
143,72
144,71.71428571
145,70.28571429
146,70.85714286
147,72
148,72.71428571
149,72.85714286
150,72.42857143
151,72
152,71.42857143
153,70.42857143
154,70.57142857
155,71
156,71
157,70.85714286
158,70.28571429
159,70.42857143
160,68.14285714
161,67
162,67.14285714
163,68.57142857
164,68.85714286
165,68.57142857
166,66
167,62.14285714
168,61.14285714
169,59.28571429
170,59.71428571
171,60
172,60.42857143
173,59.57142857
174,59
175,60.28571429
176,61
177,62.71428571
178,63.42857143
179,65.14285714
180,66.71428571
181,67.85714286
182,68.57142857
183,69
184,71.57142857
185,74
186,74.85714286
187,74.85714286
188,74.71428571
189,73.42857143
190,72.85714286
191,70.85714286
192,67.42857143
193,66
194,65.71428571
195,64.14285714
196,62.42857143
197,62
198,61.71428571
199,61.28571429
200,62
201,62
202,62
203,62.14285714
204,63
205,62.42857143
206,62
207,61.71428571
208,60.28571429
209,60
210,59.28571429
211,58.28571429
212,57.71428571
213,57.28571429
214,58.14285714
215,58.14285714
216,59.28571429
217,60.28571429
218,60.71428571
219,60
220,59.42857143
221,59.71428571
222,59.71428571
223,59
224,59
225,59.28571429
226,60
227,60
228,59.57142857
229,58.85714286
230,56.71428571
231,53.85714286
232,55
233,55.57142857
234,56.42857143
235,57.71428571
236,58.71428571
237,59.71428571
238,61.57142857
239,64.28571429
240,64.57142857
241,64
242,64.28571429
243,65
244,65.14285714
245,66.28571429
246,67
247,67
248,67.42857143
249,68.71428571
250,69.14285714
251,69.85714286
252,70.57142857
253,70
254,70
255,70
256,70.85714286
257,72.85714286
258,74.85714286
259,75.28571429
260,75
261,75
262,74.71428571
263,74.57142857
264,75.71428571
265,77.71428571
266,79.42857143
267,80
268,80
269,80
270,80
271,80
272,80.85714286
273,81.57142857
274,80
275,78.28571429
276,78.57142857
277,78
278,78.28571429
279,78.14285714
280,78
281,78.42857143
282,79
283,79.57142857
284,81.71428571
285,82
286,80.28571429
287,78.85714286
288,78.42857143
289,77.57142857
290,76.28571429
291,75.71428571
292,74.28571429
293,74.57142857
294,76.42857143
295,75.28571429
296,73.85714286
297,75.14285714
298,75.42857143
299,75
300,75
301,75
302,75.42857143
303,74.85714286
304,75
305,75
306,75
307,75
308,75.57142857
309,76.57142857
310,77.28571429
311,76.71428571
312,77
313,76.85714286
314,77.71428571
315,80.14285714
316,81.57142857
317,80.85714286
318,80.28571429
319,79.71428571
320,79
321,78.71428571
322,78.28571429
323,78
324,78.14285714
325,79
326,79
327,78.85714286
328,78.57142857
329,78.71428571
330,79.14285714
331,79
332,79.57142857
333,80.71428571
334,80.85714286
335,81
336,81
337,81
338,80.85714286
339,80
340,79.71428571
341,78.28571429
342,75.42857143
343,75.57142857
344,76.71428571
345,77.71428571
346,78.71428571
347,80.42857143
348,80
349,78.42857143
350,78
351,77
352,75.14285714
353,73
354,73
355,73
356,72.28571429
357,70
358,69.71428571
359,70
360,70
361,69.85714286
362,69.42857143
363,67.85714286
364,66.14285714
365,65
366,65.14285714
367,64.57142857
368,63.28571429
369,62
370,61.42857143
371,61
372,60.85714286
373,60
374,60
375,60
376,60.71428571
377,61
378,61
379,61
380,60.42857143
381,60
382,60
383,60
384,59.57142857
385,57.71428571
386,57.71428571
387,57.57142857
388,57
389,57
390,56.14285714
391,55.14285714
392,56
393,56
394,56
395,55.85714286
396,55
397,54.71428571
398,53.28571429
399,52.42857143
400,51.85714286
401,51
402,50.85714286
403,50
404,49.85714286
405,48.57142857
406,48
407,48
408,47.57142857
409,45.42857143
410,45
411,46.42857143
412,46.28571429
413,45.42857143
414,44.85714286
415,43.71428571
416,42.71428571
417,42
